engine,n_policies,run,sample_ms
gatekeeper,10,1,12.843
gatekeeper,10,1,13.041
gatekeeper,10,1,18.431
gatekeeper,10,1,13.082
gatekeeper,10,1,13.510
gatekeeper,10,1,13.230
gatekeeper,10,1,13.517
gatekeeper,10,1,13.625
gatekeeper,10,1,12.876
gatekeeper,10,1,13.669
gatekeeper,10,1,14.854
gatekeeper,10,1,14.487
gatekeeper,10,1,13.693
gatekeeper,10,1,14.948
gatekeeper,10,1,16.802
gatekeeper,10,1,15.394
gatekeeper,10,1,14.081
gatekeeper,10,1,19.858
gatekeeper,10,1,14.384
gatekeeper,10,1,15.150
gatekeeper,10,1,14.211
gatekeeper,10,1,13.568
gatekeeper,10,1,13.234
gatekeeper,10,1,83.673
gatekeeper,10,1,13.048
gatekeeper,10,1,14.413
gatekeeper,10,1,13.972
gatekeeper,10,1,13.138
gatekeeper,10,1,13.108
gatekeeper,10,1,13.198
gatekeeper,10,1,12.846
gatekeeper,10,1,14.809
gatekeeper,10,1,12.587
gatekeeper,10,1,17.898
gatekeeper,10,1,13.814
gatekeeper,10,1,13.535
gatekeeper,10,1,15.211
gatekeeper,10,1,13.438
gatekeeper,10,1,13.366
gatekeeper,10,1,13.013
gatekeeper,10,1,13.572
gatekeeper,10,1,12.700
gatekeeper,10,1,13.213
gatekeeper,10,1,13.270
gatekeeper,10,1,12.121
gatekeeper,10,1,13.980
gatekeeper,10,1,13.626
gatekeeper,10,1,14.018
gatekeeper,10,1,12.702
gatekeeper,10,1,18.485
gatekeeper,10,1,13.247
gatekeeper,10,1,13.150
gatekeeper,10,1,12.516
gatekeeper,10,1,12.669
gatekeeper,10,1,12.906
gatekeeper,10,1,13.378
gatekeeper,10,1,16.754
gatekeeper,10,1,19.845
gatekeeper,10,1,16.247
gatekeeper,10,1,15.507
gatekeeper,10,1,13.577
gatekeeper,10,1,12.566
gatekeeper,10,1,13.319
gatekeeper,10,1,13.584
gatekeeper,10,1,12.624
gatekeeper,15,1,14.588
gatekeeper,15,1,14.247
gatekeeper,15,1,14.468
gatekeeper,15,1,17.183
gatekeeper,15,1,17.855
gatekeeper,15,1,16.264
gatekeeper,15,1,14.951
gatekeeper,15,1,14.038
gatekeeper,15,1,24.728
gatekeeper,15,1,21.936
gatekeeper,15,1,15.256
gatekeeper,15,1,15.509
gatekeeper,15,1,15.010
gatekeeper,15,1,16.081
gatekeeper,15,1,15.738
gatekeeper,15,1,17.838
gatekeeper,15,1,14.483
gatekeeper,15,1,15.337
gatekeeper,15,1,14.374
gatekeeper,15,1,14.462
gatekeeper,15,1,19.673
gatekeeper,15,1,15.502
gatekeeper,15,1,15.542
gatekeeper,15,1,16.807
gatekeeper,15,1,16.457
gatekeeper,15,1,17.005
gatekeeper,15,1,17.630
gatekeeper,15,1,15.039
gatekeeper,15,1,15.089
gatekeeper,15,1,15.182
gatekeeper,15,1,17.612
gatekeeper,15,1,87.705
gatekeeper,15,1,19.049
gatekeeper,15,1,16.184
gatekeeper,15,1,14.290
gatekeeper,15,1,16.403
gatekeeper,15,1,15.774
gatekeeper,15,1,17.107
gatekeeper,15,1,16.541
gatekeeper,15,1,17.281
gatekeeper,15,1,15.193
gatekeeper,15,1,14.849
gatekeeper,15,1,18.356
gatekeeper,15,1,22.653
gatekeeper,15,1,18.959
gatekeeper,15,1,14.707
gatekeeper,15,1,15.289
gatekeeper,15,1,15.095
gatekeeper,15,1,17.176
gatekeeper,15,1,17.117
gatekeeper,15,1,14.787
gatekeeper,15,1,14.441
gatekeeper,15,1,15.960
gatekeeper,15,1,15.944
gatekeeper,15,1,14.367
gatekeeper,15,1,18.842
gatekeeper,15,1,20.415
gatekeeper,15,1,15.455
gatekeeper,15,1,15.536
gatekeeper,15,1,15.796
gatekeeper,15,1,16.394
gatekeeper,15,1,122.830
gatekeeper,15,1,15.286
gatekeeper,15,1,15.645
gatekeeper,15,1,21.274
gatekeeper,15,1,15.311
gatekeeper,15,1,15.486
gatekeeper,15,1,16.479
gatekeeper,15,1,15.452
gatekeeper,15,1,16.122
gatekeeper,15,1,15.250
gatekeeper,15,1,14.820
gatekeeper,15,1,15.309
gatekeeper,15,1,16.872
gatekeeper,15,1,15.947
gatekeeper,15,1,15.200
gatekeeper,15,1,25.386
gatekeeper,15,1,16.402
gatekeeper,15,1,16.825
gatekeeper,15,1,16.181
gatekeeper,15,1,15.459
gatekeeper,15,1,16.832
gatekeeper,15,1,15.970
gatekeeper,15,1,18.178
gatekeeper,15,1,16.178
gatekeeper,15,1,16.369
gatekeeper,15,1,20.416
gatekeeper,15,1,15.694
gatekeeper,15,1,20.660
gatekeeper,15,1,16.164
gatekeeper,15,1,17.382
gatekeeper,15,1,15.959
gatekeeper,15,1,15.395
gatekeeper,15,1,15.188
gatekeeper,15,1,14.771
gatekeeper,15,1,16.716
gatekeeper,15,1,18.816
gatekeeper,15,1,19.160
gatekeeper,15,1,18.729
gatekeeper,15,1,78.361
gatekeeper,15,2,15.313
gatekeeper,15,2,15.629
gatekeeper,15,2,15.698
gatekeeper,15,2,15.064
gatekeeper,15,2,14.815
gatekeeper,15,2,20.185
gatekeeper,15,2,15.621
gatekeeper,15,2,15.197
gatekeeper,15,2,15.647
gatekeeper,15,2,15.925
gatekeeper,15,2,17.442
gatekeeper,15,2,16.441
gatekeeper,15,2,15.111
gatekeeper,15,2,15.329
gatekeeper,15,2,15.216
gatekeeper,15,2,16.129
gatekeeper,15,2,16.144
gatekeeper,15,2,18.656
gatekeeper,15,2,15.101
gatekeeper,15,2,14.898
gatekeeper,15,2,17.586
gatekeeper,15,2,15.115
gatekeeper,15,2,14.741
gatekeeper,15,2,17.318
gatekeeper,15,2,17.063
gatekeeper,15,2,14.687
gatekeeper,15,2,15.232
gatekeeper,15,2,14.440
gatekeeper,15,2,14.725
gatekeeper,15,2,18.304
gatekeeper,15,2,15.592
gatekeeper,15,2,15.731
gatekeeper,15,2,14.458
gatekeeper,15,2,16.434
gatekeeper,15,2,15.221
gatekeeper,15,2,14.879
gatekeeper,15,2,14.963
gatekeeper,15,2,15.024
gatekeeper,15,2,14.176
gatekeeper,15,2,14.935
gatekeeper,15,2,16.743
gatekeeper,15,2,17.112
gatekeeper,15,2,18.915
gatekeeper,15,2,15.813
gatekeeper,15,2,15.291
gatekeeper,15,2,15.852
gatekeeper,15,2,17.232
gatekeeper,15,2,16.352
gatekeeper,15,2,15.703
gatekeeper,15,2,15.668
gatekeeper,15,2,18.139
gatekeeper,15,2,16.616
gatekeeper,15,2,15.340
gatekeeper,15,2,14.702
gatekeeper,15,2,19.400
gatekeeper,15,2,16.482
gatekeeper,15,2,81.978
gatekeeper,15,2,16.392
gatekeeper,15,2,18.633
gatekeeper,15,2,15.551
gatekeeper,15,2,14.956
gatekeeper,15,2,14.833
gatekeeper,15,2,19.178
gatekeeper,15,2,15.983
gatekeeper,15,2,14.175
gatekeeper,15,2,14.355
gatekeeper,15,2,17.903
gatekeeper,15,2,18.090
gatekeeper,15,2,15.108
gatekeeper,15,2,14.508
gatekeeper,15,2,14.642
gatekeeper,15,2,15.388
gatekeeper,15,2,14.089
gatekeeper,15,2,18.246
gatekeeper,15,2,15.427
gatekeeper,15,2,15.431
gatekeeper,15,2,14.840
gatekeeper,15,2,14.647
gatekeeper,15,2,19.791
gatekeeper,15,2,15.312
gatekeeper,15,2,14.370
gatekeeper,15,2,14.398
gatekeeper,15,2,14.625
gatekeeper,15,2,16.779
gatekeeper,15,2,14.543
gatekeeper,15,2,14.744
gatekeeper,15,2,14.809
gatekeeper,15,2,14.560
gatekeeper,15,2,17.333
gatekeeper,15,2,14.455
gatekeeper,15,2,17.679
gatekeeper,15,2,15.269
gatekeeper,15,2,15.982
gatekeeper,15,2,14.879
gatekeeper,15,2,17.166
gatekeeper,15,2,14.906
gatekeeper,15,2,15.138
gatekeeper,15,2,13.957
gatekeeper,15,2,14.572
gatekeeper,15,2,16.979
gatekeeper,15,3,15.222
gatekeeper,15,3,14.673
gatekeeper,15,3,18.726
gatekeeper,15,3,16.262
gatekeeper,15,3,15.726
gatekeeper,15,3,15.369
gatekeeper,15,3,20.262
gatekeeper,15,3,15.016
gatekeeper,15,3,18.355
gatekeeper,15,3,15.839
gatekeeper,15,3,14.758
gatekeeper,15,3,17.801
gatekeeper,15,3,15.532
gatekeeper,15,3,15.048
gatekeeper,15,3,16.805
gatekeeper,15,3,18.279
gatekeeper,15,3,16.156
gatekeeper,15,3,16.474
gatekeeper,15,3,21.154
gatekeeper,15,3,15.899
gatekeeper,15,3,17.001
gatekeeper,15,3,18.455
gatekeeper,15,3,15.776
gatekeeper,15,3,15.835
gatekeeper,15,3,15.032
gatekeeper,15,3,15.311
gatekeeper,15,3,16.598
gatekeeper,15,3,15.080
gatekeeper,15,3,18.948
gatekeeper,15,3,19.675
gatekeeper,15,3,15.370
gatekeeper,15,3,15.041
gatekeeper,15,3,15.376
gatekeeper,15,3,18.021
gatekeeper,15,3,15.913
gatekeeper,15,3,19.372
gatekeeper,15,3,15.558
gatekeeper,15,3,15.662
gatekeeper,15,3,15.624
gatekeeper,15,3,16.430
gatekeeper,15,3,15.396
gatekeeper,15,3,29.874
gatekeeper,15,3,47.505
gatekeeper,15,3,17.054
gatekeeper,15,3,15.682
gatekeeper,15,3,15.112
gatekeeper,15,3,14.911
gatekeeper,15,3,15.026
gatekeeper,15,3,16.565
gatekeeper,15,3,74.311
gatekeeper,15,3,15.537
gatekeeper,15,3,15.187
gatekeeper,15,3,15.861
gatekeeper,15,3,15.295
gatekeeper,15,3,22.003
gatekeeper,15,3,14.446
gatekeeper,15,3,15.357
gatekeeper,15,3,14.525
gatekeeper,15,3,15.364
gatekeeper,15,3,44.780
gatekeeper,15,3,19.264
gatekeeper,15,3,16.216
gatekeeper,15,3,15.260
gatekeeper,15,3,14.387
gatekeeper,15,3,15.761
gatekeeper,15,3,14.792
gatekeeper,15,3,14.965
gatekeeper,15,3,14.196
gatekeeper,15,3,13.934
gatekeeper,15,3,17.550
gatekeeper,15,3,14.531
gatekeeper,15,3,14.492
gatekeeper,15,3,17.526
gatekeeper,15,3,20.600
gatekeeper,15,3,18.880
gatekeeper,15,3,15.858
gatekeeper,15,3,15.097
gatekeeper,15,3,16.842
gatekeeper,15,3,18.697
gatekeeper,15,3,16.629
gatekeeper,15,3,15.659
gatekeeper,15,3,14.920
gatekeeper,15,3,18.663
gatekeeper,15,3,15.699
gatekeeper,15,3,15.156
gatekeeper,15,3,19.424
gatekeeper,15,3,16.283
gatekeeper,15,3,16.529
gatekeeper,15,3,14.910
gatekeeper,15,3,16.381
gatekeeper,15,3,15.792
gatekeeper,15,3,86.961
gatekeeper,15,3,17.952
gatekeeper,15,3,19.028
gatekeeper,15,3,19.989
gatekeeper,15,3,17.662
gatekeeper,15,3,20.118
gatekeeper,15,3,22.637
gatekeeper,15,3,21.328
gatekeeper,15,3,18.514
gatekeeper,15,4,17.055
gatekeeper,15,4,15.884
gatekeeper,15,4,16.242
gatekeeper,15,4,15.596
gatekeeper,15,4,16.090
gatekeeper,15,4,15.368
gatekeeper,15,4,16.006
gatekeeper,15,4,20.656
gatekeeper,15,4,20.264
gatekeeper,15,4,15.950
gatekeeper,15,4,15.537
gatekeeper,15,4,15.633
gatekeeper,15,4,15.723
gatekeeper,15,4,16.100
gatekeeper,15,4,14.999
gatekeeper,15,4,14.875
gatekeeper,15,4,15.040
gatekeeper,15,4,14.941
gatekeeper,15,4,14.574
gatekeeper,15,4,14.883
gatekeeper,15,4,18.070
gatekeeper,15,4,15.002
gatekeeper,15,4,14.730
gatekeeper,15,4,15.933
gatekeeper,15,4,15.960
gatekeeper,15,4,14.434
gatekeeper,15,4,14.132
gatekeeper,15,4,15.493
gatekeeper,15,4,15.162
gatekeeper,15,4,14.890
gatekeeper,15,4,15.706
gatekeeper,15,4,14.841
gatekeeper,15,4,21.082
gatekeeper,15,4,16.477
gatekeeper,15,4,14.930
gatekeeper,15,4,16.114
gatekeeper,15,4,15.423
gatekeeper,15,4,15.431
gatekeeper,15,4,14.867
gatekeeper,15,4,15.921
gatekeeper,15,4,16.293
gatekeeper,15,4,15.599
gatekeeper,15,4,15.325
gatekeeper,15,4,17.545
gatekeeper,15,4,20.186
gatekeeper,15,4,21.622
gatekeeper,15,4,15.259
gatekeeper,15,4,15.102
gatekeeper,15,4,14.847
gatekeeper,15,4,15.008
gatekeeper,15,4,14.569
gatekeeper,15,4,15.040
gatekeeper,15,4,15.572
gatekeeper,15,4,14.764
gatekeeper,15,4,15.241
gatekeeper,15,4,13.767
gatekeeper,15,4,82.277
gatekeeper,15,4,14.511
gatekeeper,15,4,14.412
gatekeeper,15,4,93.047
gatekeeper,15,4,14.651
gatekeeper,15,4,15.227
gatekeeper,15,4,14.069
gatekeeper,15,4,14.747
gatekeeper,15,4,18.594
gatekeeper,15,4,16.457
gatekeeper,15,4,87.558
gatekeeper,15,4,15.389
gatekeeper,15,4,14.258
gatekeeper,15,4,15.050
gatekeeper,15,4,15.094
gatekeeper,15,4,14.536
gatekeeper,15,4,14.219
gatekeeper,15,4,13.741
gatekeeper,15,4,13.574
gatekeeper,15,4,19.639
gatekeeper,15,4,14.904
gatekeeper,15,4,14.411
gatekeeper,15,4,13.549
gatekeeper,15,4,14.449
gatekeeper,15,4,15.586
gatekeeper,15,4,15.487
gatekeeper,15,4,14.326
gatekeeper,15,4,15.157
gatekeeper,15,4,14.540
gatekeeper,15,4,14.751
gatekeeper,15,4,14.454
gatekeeper,15,4,17.784
gatekeeper,15,4,14.997
gatekeeper,15,4,16.401
gatekeeper,15,4,15.998
gatekeeper,15,4,14.587
gatekeeper,15,4,16.056
gatekeeper,15,4,15.966
gatekeeper,15,4,14.272
gatekeeper,15,4,15.482
gatekeeper,15,4,14.484
gatekeeper,15,4,14.977
gatekeeper,15,4,14.158
gatekeeper,15,4,17.658
gatekeeper,15,5,15.879
gatekeeper,15,5,17.029
gatekeeper,15,5,15.561
gatekeeper,15,5,17.752
gatekeeper,15,5,16.270
gatekeeper,15,5,14.474
gatekeeper,15,5,15.641
gatekeeper,15,5,14.001
gatekeeper,15,5,14.181
gatekeeper,15,5,14.626
gatekeeper,15,5,15.166
gatekeeper,15,5,15.930
gatekeeper,15,5,16.027
gatekeeper,15,5,16.082
gatekeeper,15,5,15.495
gatekeeper,15,5,19.972
gatekeeper,15,5,14.881
gatekeeper,15,5,14.776
gatekeeper,15,5,15.045
gatekeeper,15,5,15.293
gatekeeper,15,5,14.978
gatekeeper,15,5,15.538
gatekeeper,15,5,15.690
gatekeeper,15,5,14.756
gatekeeper,15,5,15.116
gatekeeper,15,5,16.345
gatekeeper,15,5,15.743
gatekeeper,15,5,18.578
gatekeeper,15,5,15.887
gatekeeper,15,5,14.681
gatekeeper,15,5,14.823
gatekeeper,15,5,14.518
gatekeeper,15,5,14.809
gatekeeper,15,5,13.971
gatekeeper,15,5,14.270
gatekeeper,15,5,14.413
gatekeeper,15,5,13.720
gatekeeper,15,5,14.141
gatekeeper,15,5,85.122
gatekeeper,15,5,20.055
gatekeeper,15,5,14.958
gatekeeper,15,5,14.462
gatekeeper,15,5,14.308
gatekeeper,15,5,14.462
gatekeeper,15,5,14.513
gatekeeper,15,5,14.312
gatekeeper,15,5,15.347
gatekeeper,15,5,14.399
gatekeeper,15,5,14.570
gatekeeper,15,5,14.713
gatekeeper,15,5,20.439
gatekeeper,15,5,17.433
gatekeeper,15,5,16.585
gatekeeper,15,5,18.623
gatekeeper,15,5,15.954
gatekeeper,15,5,15.390
gatekeeper,15,5,15.350
gatekeeper,15,5,17.418
gatekeeper,15,5,15.771
gatekeeper,15,5,17.738
gatekeeper,15,5,23.756
gatekeeper,15,5,21.000
gatekeeper,15,5,22.439
gatekeeper,15,5,18.288
gatekeeper,15,5,19.680
gatekeeper,15,5,18.963
gatekeeper,15,5,22.969
gatekeeper,15,5,18.547
gatekeeper,15,5,83.435
gatekeeper,15,5,15.360
gatekeeper,15,5,15.780
gatekeeper,15,5,16.053
gatekeeper,15,5,15.643
gatekeeper,15,5,15.850
gatekeeper,15,5,15.264
gatekeeper,15,5,14.993
gatekeeper,15,5,18.199
gatekeeper,15,5,16.657
gatekeeper,15,5,87.435
gatekeeper,15,5,16.962
gatekeeper,15,5,15.553
gatekeeper,15,5,16.025
gatekeeper,15,5,15.613
gatekeeper,15,5,15.333
gatekeeper,15,5,15.852
gatekeeper,15,5,15.543
gatekeeper,15,5,14.684
gatekeeper,15,5,14.912
gatekeeper,15,5,15.980
gatekeeper,15,5,24.986
gatekeeper,15,5,15.356
gatekeeper,15,5,15.284
gatekeeper,15,5,14.594
gatekeeper,15,5,15.209
gatekeeper,15,5,15.418
gatekeeper,15,5,15.669
gatekeeper,15,5,15.937
gatekeeper,15,5,15.118
gatekeeper,15,5,14.929
gatekeeper,15,5,14.636
vap,0,1,5.255
vap,0,1,5.584
vap,0,1,5.543
vap,0,1,5.459
vap,0,1,5.059
vap,0,1,6.264
vap,0,1,5.013
vap,0,1,5.557
vap,0,1,5.315
vap,0,1,5.997
vap,0,1,7.505
vap,0,1,5.409
vap,0,1,6.030
vap,0,1,5.940
vap,0,1,5.765
vap,0,1,6.732
vap,0,1,6.951
vap,0,1,6.157
vap,0,1,5.533
vap,0,1,4.839
vap,0,1,6.696
vap,0,1,5.329
vap,0,1,5.307
vap,0,1,5.310
vap,0,1,4.955
vap,0,1,5.908
vap,0,1,5.452
vap,0,1,5.108
vap,0,1,6.323
vap,0,1,6.683
vap,0,1,5.548
vap,0,1,5.253
vap,0,1,5.231
vap,0,1,4.744
vap,0,1,5.169
vap,0,1,4.672
vap,0,1,4.995
vap,0,1,4.976
vap,0,1,76.060
vap,0,1,6.117
vap,0,1,4.990
vap,0,1,6.900
vap,0,1,6.511
vap,0,1,6.175
vap,0,1,5.789
vap,0,1,5.067
vap,0,1,5.731
vap,0,1,5.504
vap,0,1,5.018
vap,0,1,7.243
vap,0,1,7.167
vap,0,1,5.593
vap,0,1,5.731
vap,0,1,4.719
vap,0,1,6.548
vap,0,1,6.583
vap,0,1,5.510
vap,0,1,8.731
vap,0,1,67.588
vap,0,1,7.190
vap,0,1,5.760
vap,0,1,6.752
vap,0,1,6.693
vap,0,1,7.813
vap,0,1,7.415
vap,0,1,7.577
vap,0,1,7.322
vap,0,1,6.601
vap,0,1,6.996
vap,0,1,6.515
vap,0,1,43.299
vap,0,1,9.549
vap,0,1,9.641
vap,0,1,6.508
vap,0,1,7.864
vap,0,1,8.032
vap,0,1,7.320
vap,0,1,88.497
vap,0,1,8.358
vap,0,1,8.633
vap,0,1,7.917
vap,0,1,7.529
vap,0,1,8.297
vap,0,1,8.041
vap,0,1,7.335
vap,0,1,9.970
vap,0,1,7.701
vap,0,1,8.022
vap,0,1,8.674
vap,0,1,8.248
vap,0,1,8.512
vap,0,1,6.935
vap,0,1,8.041
vap,0,1,7.734
vap,0,1,6.469
vap,0,1,6.045
vap,0,1,8.190
vap,0,1,8.788
vap,0,1,9.462
vap,0,1,7.456
vap,5,1,8.085
vap,5,1,7.679
vap,5,1,8.726
vap,5,1,8.176
vap,5,1,7.605
vap,5,1,7.409
vap,5,1,7.233
vap,5,1,80.735
vap,5,1,8.481
vap,5,1,7.712
vap,5,1,7.943
vap,5,1,6.736
vap,5,1,7.322
vap,5,1,6.810
vap,5,1,6.964
vap,5,1,7.315
vap,5,1,6.992
vap,5,1,7.450
vap,5,1,7.331
vap,5,1,7.492
vap,5,1,6.960
vap,5,1,6.907
vap,5,1,6.858
vap,5,1,7.457
vap,5,1,7.407
vap,5,1,66.701
vap,5,1,8.261
vap,5,1,7.781
vap,5,1,8.203
vap,5,1,6.993
vap,5,1,8.505
vap,5,1,8.063
vap,5,1,7.990
vap,5,1,8.328
vap,5,1,8.498
vap,5,1,7.897
vap,5,1,79.574
vap,5,1,10.163
vap,5,1,8.655
vap,5,1,7.794
vap,5,1,8.253
vap,5,1,7.846
vap,5,1,7.872
vap,5,1,7.342
vap,5,1,7.482
vap,5,1,7.192
vap,5,1,7.457
vap,5,1,7.041
vap,5,1,7.422
vap,5,1,7.548
vap,5,1,8.382
vap,5,1,8.389
vap,5,1,9.199
vap,5,1,10.675
vap,5,1,8.218
vap,5,1,8.786
vap,5,1,7.389
vap,5,1,8.759
vap,5,1,8.303
vap,5,1,9.258
vap,5,1,8.497
vap,5,1,8.356
vap,5,1,8.636
vap,5,1,8.200
vap,5,1,7.960
vap,5,1,8.226
vap,5,1,7.353
vap,5,1,7.086
vap,5,1,7.750
vap,5,1,7.907
vap,5,1,7.210
vap,5,1,7.046
vap,5,1,7.858
vap,5,1,8.021
vap,5,1,6.712
vap,5,1,6.893
vap,5,1,7.240
vap,5,1,7.365
vap,5,1,6.820
vap,5,1,7.278
vap,5,1,7.262
vap,5,1,8.144
vap,5,1,6.916
vap,5,1,7.465
vap,5,1,7.590
vap,5,1,8.449
vap,5,1,7.003
vap,5,1,6.902
vap,5,1,7.195
vap,5,1,7.705
vap,5,1,6.938
vap,5,1,6.947
vap,5,1,7.531
vap,5,1,6.911
vap,5,1,7.305
vap,5,1,6.849
vap,5,1,7.181
vap,5,1,7.360
vap,5,1,7.687
vap,5,1,7.223
vap,10,1,11.167
vap,10,1,11.133
vap,10,1,10.979
vap,10,1,10.861
vap,10,1,11.891
vap,10,1,76.933
vap,10,1,10.696
vap,10,1,9.068
vap,10,1,9.655
vap,10,1,9.640
vap,10,1,9.066
vap,10,1,9.280
vap,10,1,8.677
vap,10,1,9.231
vap,10,1,8.905
vap,10,1,8.782
vap,10,1,9.216
vap,10,1,81.332
vap,10,1,10.203
vap,10,1,8.923
vap,10,1,9.526
vap,10,1,10.000
vap,10,1,9.132
vap,10,1,10.015
vap,10,1,10.209
vap,10,1,10.363
vap,10,1,10.438
vap,10,1,9.565
vap,10,1,9.419
vap,10,1,8.873
vap,10,1,11.585
vap,10,1,9.878
vap,10,1,9.040
vap,10,1,9.388
vap,10,1,8.965
vap,10,1,8.837
vap,10,1,10.019
vap,10,1,9.016
vap,10,1,12.767
vap,10,1,12.175
vap,10,1,11.947
vap,10,1,11.206
vap,10,1,10.506
vap,10,1,12.256
vap,10,1,12.566
vap,10,1,10.089
vap,10,1,10.450
vap,10,1,10.557
vap,10,1,8.647
vap,10,1,9.170
vap,10,1,8.261
vap,10,1,8.895
vap,10,1,8.823
vap,10,1,8.601
vap,10,1,8.761
vap,10,1,10.412
vap,10,1,10.325
vap,10,1,10.608
vap,10,1,10.397
vap,10,1,11.914
vap,10,1,9.704
vap,10,1,8.786
vap,10,1,10.038
vap,10,1,9.567
vap,10,1,9.568
vap,10,1,9.159
vap,10,1,9.027
vap,10,1,9.688
vap,10,1,8.833
vap,10,1,8.483
vap,10,1,9.215
vap,10,1,68.201
vap,10,1,9.120
vap,10,1,8.598
vap,10,1,8.966
vap,10,1,9.036
vap,10,1,9.483
vap,10,1,9.519
vap,10,1,9.939
vap,10,1,8.607
vap,10,1,9.062
vap,10,1,8.749
vap,10,1,8.691
vap,10,1,8.917
vap,10,1,10.063
vap,10,1,8.895
vap,10,1,8.698
vap,10,1,9.037
vap,10,1,8.728
vap,10,1,9.386
vap,10,1,8.364
vap,10,1,9.509
vap,10,1,9.742
vap,10,1,11.475
vap,10,1,12.403
vap,10,1,11.871
vap,10,1,9.588
vap,10,1,8.833
vap,10,1,9.505
vap,10,1,8.563
vap,15,1,10.342
vap,15,1,10.691
vap,15,1,11.271
vap,15,1,11.587
vap,15,1,10.555
vap,15,1,10.468
vap,15,1,11.117
vap,15,1,10.305
vap,15,1,10.564
vap,15,1,11.258
vap,15,1,69.253
vap,15,1,16.078
vap,15,1,12.433
vap,15,1,13.217
vap,15,1,13.247
vap,15,1,11.554
vap,15,1,13.130
vap,15,1,12.373
vap,15,1,10.259
vap,15,1,11.329
vap,15,1,10.260
vap,15,1,12.102
vap,15,1,38.394
vap,15,1,11.590
vap,15,1,12.051
vap,15,1,10.936
vap,15,1,10.590
vap,15,1,10.064
vap,15,1,10.935
vap,15,1,10.843
vap,15,1,76.731
vap,15,1,11.665
vap,15,1,11.161
vap,15,1,10.607
vap,15,1,10.468
vap,15,1,10.333
vap,15,1,10.575
vap,15,1,10.291
vap,15,1,11.342
vap,15,1,11.024
vap,15,1,10.235
vap,15,1,10.659
vap,15,1,10.362
vap,15,1,10.572
vap,15,1,9.946
vap,15,1,10.325
vap,15,1,10.163
vap,15,1,11.896
vap,15,1,11.007
vap,15,1,82.402
vap,15,1,15.063
vap,15,1,14.322
vap,15,1,11.657
vap,15,1,11.372
vap,15,1,11.466
vap,15,1,10.774
vap,15,1,71.132
vap,15,1,25.765
vap,15,1,15.319
vap,15,1,11.904
vap,15,1,11.279
vap,15,1,12.496
vap,15,1,11.624
vap,15,1,12.542
vap,15,1,11.857
vap,15,1,11.354
vap,15,1,10.552
vap,15,1,11.013
vap,15,1,10.313
vap,15,1,11.574
vap,15,1,11.702
vap,15,1,11.642
vap,15,1,11.190
vap,15,1,11.780
vap,15,1,12.173
vap,15,1,11.355
vap,15,1,11.628
vap,15,1,12.301
vap,15,1,11.439
vap,15,1,11.745
vap,15,1,10.589
vap,15,1,11.201
vap,15,1,12.420
vap,15,1,10.906
vap,15,1,11.353
vap,15,1,11.506
vap,15,1,10.920
vap,15,1,12.205
vap,15,1,15.016
vap,15,1,11.231
vap,15,1,11.362
vap,15,1,11.417
vap,15,1,11.449
vap,15,1,11.259
vap,15,1,10.566
vap,15,1,10.522
vap,15,1,10.467
vap,15,1,10.209
vap,15,1,11.043
vap,15,1,10.403
vap,15,2,11.193
vap,15,2,10.908
vap,15,2,12.230
vap,15,2,12.318
vap,15,2,10.434
vap,15,2,10.104
vap,15,2,13.812
vap,15,2,11.068
vap,15,2,10.185
vap,15,2,11.012
vap,15,2,10.197
vap,15,2,12.203
vap,15,2,10.920
vap,15,2,10.033
vap,15,2,10.365
vap,15,2,10.294
vap,15,2,13.490
vap,15,2,36.710
vap,15,2,11.280
vap,15,2,10.441
vap,15,2,11.302
vap,15,2,11.706
vap,15,2,10.620
vap,15,2,10.925
vap,15,2,10.674
vap,15,2,10.822
vap,15,2,11.487
vap,15,2,10.446
vap,15,2,11.187
vap,15,2,11.321
vap,15,2,10.561
vap,15,2,11.008
vap,15,2,10.686
vap,15,2,10.105
vap,15,2,12.547
vap,15,2,11.498
vap,15,2,11.201
vap,15,2,11.285
vap,15,2,10.525
vap,15,2,9.787
vap,15,2,10.578
vap,15,2,10.486
vap,15,2,11.170
vap,15,2,10.471
vap,15,2,11.002
vap,15,2,10.161
vap,15,2,11.373
vap,15,2,11.225
vap,15,2,10.570
vap,15,2,10.153
vap,15,2,11.194
vap,15,2,11.214
vap,15,2,10.436
vap,15,2,10.512
vap,15,2,11.791
vap,15,2,18.314
vap,15,2,13.018
vap,15,2,11.561
vap,15,2,12.632
vap,15,2,12.583
vap,15,2,12.214
vap,15,2,11.782
vap,15,2,11.832
vap,15,2,12.770
vap,15,2,12.018
vap,15,2,11.391
vap,15,2,13.071
vap,15,2,12.349
vap,15,2,11.552
vap,15,2,11.966
vap,15,2,10.386
vap,15,2,10.287
vap,15,2,12.644
vap,15,2,10.911
vap,15,2,10.861
vap,15,2,10.681
vap,15,2,10.520
vap,15,2,10.142
vap,15,2,10.123
vap,15,2,10.151
vap,15,2,9.552
vap,15,2,11.750
vap,15,2,10.581
vap,15,2,9.692
vap,15,2,10.483
vap,15,2,10.068
vap,15,2,9.978
vap,15,2,10.576
vap,15,2,10.733
vap,15,2,10.933
vap,15,2,72.082
vap,15,2,12.435
vap,15,2,10.662
vap,15,2,10.219
vap,15,2,10.261
vap,15,2,10.454
vap,15,2,10.151
vap,15,2,100.231
vap,15,2,10.667
vap,15,2,11.115
